postId,userId,posttime
8065,4,2021/12/20
8045,4,2021/12/20
8047,4,2021/12/20
8048,4,2021/12/20
8050,4,2021/12/20
8056,4,2021/12/20
8057,4,2021/12/20
11706,7,2021/12/20
2058,8,2021/12/20
2125,8,2021/12/20
5520,8,2021/12/20
5564,8,2021/12/20
7554,8,2021/12/20
8172,8,2021/12/20
5615,8,2021/12/20
5521,8,2021/12/20
10547,8,2021/12/20
11610,8,2021/12/20
11528,8,2021/12/20
10162,11,2021/12/20
6885,16,2021/12/20
2804,14,2021/12/20
6054,14,2021/12/20
6055,14,2021/12/20
1820,16,2021/12/20
6251,16,2021/12/20
7875,16,2021/12/20
5776,16,2021/12/20
10450,16,2021/12/20
11755,16,2021/12/20
11866,16,2021/12/20
2640,17,2021/12/20
11746,15,2021/12/20
11711,15,2021/12/20
10425,15,2021/12/20
11745,15,2021/12/20
11465,15,2021/12/20
11460,15,2021/12/20
11784,15,2021/12/20
2666,15,2021/12/20
8465,15,2021/12/20
5807,15,2021/12/20
11600,15,2021/12/20
11757,15,2021/12/20
7710,15,2021/12/20
5872,15,2021/12/20
11655,15,2021/12/20
11452,15,2021/12/20
11556,15,2021/12/20
8755,15,2021/12/20
10570,15,2021/12/20
11045,15,2021/12/20
11565,15,2021/12/20
11756,15,2021/12/20
11755,15,2021/12/20
11841,15,2021/12/20
1845,15,2021/12/20
6720,15,2021/12/20
8801,15,2021/12/20
5188,15,2021/12/20
10825,15,2021/12/20
11146,15,2021/12/20
11177,15,2021/12/20
11616,15,2021/12/20
11461,15,2021/12/20
11454,15,2021/12/20
11468,15,2021/12/20
11521,15,2021/12/20
11605,15,2021/12/20
11611,15,2021/12/20
11785,15,2021/12/20
2217,15,2021/12/20
2686,15,2021/12/20
6711,15,2021/12/20
6501,15,2021/12/20
5145,15,2021/12/20
5250,15,2021/12/20
5661,15,2021/12/20
6165,15,2021/12/20
6154,15,2021/12/20
7256,15,2021/12/20
7678,15,2021/12/20
7716,15,2021/12/20
8650,15,2021/12/20
8572,15,2021/12/20
5655,15,2021/12/20
10164,15,2021/12/20
10417,15,2021/12/20
10418,15,2021/12/20
10481,15,2021/12/20
10876,15,2021/12/20
11016,15,2021/12/20
11050,15,2021/12/20
11611,15,2021/12/20
11686,15,2021/12/20
11427,15,2021/12/20
11451,15,2021/12/20
11511,15,2021/12/20
11524,15,2021/12/20
11545,15,2021/12/20
11566,15,2021/12/20
11586,15,2021/12/20
11555,15,2021/12/20
11624,15,2021/12/20
11625,15,2021/12/20
11625,15,2021/12/20
11661,15,2021/12/20
11644,15,2021/12/20
11666,15,2021/12/20
11667,15,2021/12/20
11670,15,2021/12/20
11675,15,2021/12/20
11654,15,2021/12/20
11704,15,2021/12/20
11744,15,2021/12/20
11777,15,2021/12/20
11781,15,2021/12/20
11785,15,2021/12/20
11817,15,2021/12/20
11866,15,2021/12/20
8618,20,2021/12/20
5255,20,2021/12/20
5662,20,2021/12/20
11050,20,2021/12/20
11264,20,2021/12/20
11781,20,2021/12/20
11841,20,2021/12/20
11581,22,2021/12/20
11676,22,2021/12/20
11487,22,2021/12/20
2756,22,2021/12/20
4427,22,2021/12/20
5516,22,2021/12/20
11026,22,2021/12/20
11067,22,2021/12/20
11657,22,2021/12/20
11464,22,2021/12/20
11510,22,2021/12/20
11610,22,2021/12/20
676,22,2021/12/20
1662,22,2021/12/20
1642,22,2021/12/20
1587,22,2021/12/20
2157,22,2021/12/20
6250,22,2021/12/20
6561,22,2021/12/20
6775,22,2021/12/20
7865,22,2021/12/20
7568,22,2021/12/20
7571,22,2021/12/20
5467,22,2021/12/20
5714,22,2021/12/20
5556,22,2021/12/20
5582,22,2021/12/20
10245,22,2021/12/20
10278,22,2021/12/20
10442,22,2021/12/20
10657,22,2021/12/20
10746,22,2021/12/20
10771,22,2021/12/20
10774,22,2021/12/20
10817,22,2021/12/20
10865,22,2021/12/20
10855,22,2021/12/20
11065,22,2021/12/20
11120,22,2021/12/20
11177,22,2021/12/20
11205,22,2021/12/20
11265,22,2021/12/20
11265,22,2021/12/20
11254,22,2021/12/20
11446,22,2021/12/20
11467,22,2021/12/20
11468,22,2021/12/20
11470,22,2021/12/20
11580,22,2021/12/20
11556,22,2021/12/20
11557,22,2021/12/20
11555,22,2021/12/20
11600,22,2021/12/20
11601,22,2021/12/20
11604,22,2021/12/20
11605,22,2021/12/20
11606,22,2021/12/20
11607,22,2021/12/20
11611,22,2021/12/20
11620,22,2021/12/20
11624,22,2021/12/20
11625,22,2021/12/20
11627,22,2021/12/20
11640,22,2021/12/20
11642,22,2021/12/20
11646,22,2021/12/20
11678,22,2021/12/20
11650,22,2021/12/20
11746,22,2021/12/20
6207,22,2021/12/20
6266,22,2021/12/20
6522,22,2021/12/20
6674,22,2021/12/20
4566,22,2021/12/20
8666,22,2021/12/20
6051,26,2021/12/20
6675,26,2021/12/20
6586,26,2021/12/20
4575,26,2021/12/20
7586,26,2021/12/20
8661,26,2021/12/20
5601,26,2021/12/20
1177,24,2021/12/20
1644,24,2021/12/20
1688,24,2021/12/20
2184,24,2021/12/20
5210,24,2021/12/20
6655,24,2021/12/20
7601,24,2021/12/20
7875,24,2021/12/20
7578,24,2021/12/20
8076,24,2021/12/20
8406,24,2021/12/20
8566,24,2021/12/20
5062,24,2021/12/20
5065,24,2021/12/20
5118,24,2021/12/20
5221,24,2021/12/20
5404,24,2021/12/20
5468,24,2021/12/20
5658,24,2021/12/20
5556,24,2021/12/20
10052,24,2021/12/20
10100,24,2021/12/20
10475,24,2021/12/20
10656,24,2021/12/20
10755,24,2021/12/20
10505,24,2021/12/20
11050,24,2021/12/20
11287,24,2021/12/20
11417,24,2021/12/20
11568,24,2021/12/20
11727,24,2021/12/20
11768,24,2021/12/20
11852,24,2021/12/20
5,26,2021/12/20
88,26,2021/12/20
50,26,2021/12/20
52,26,2021/12/20
55,26,2021/12/20
57,26,2021/12/20
58,26,2021/12/20
106,26,2021/12/20
105,26,2021/12/20
112,26,2021/12/20
115,26,2021/12/20
118,26,2021/12/20
115,26,2021/12/20
120,26,2021/12/20
121,26,2021/12/20
122,26,2021/12/20
126,26,2021/12/20
124,26,2021/12/20
125,26,2021/12/20
128,26,2021/12/20
125,26,2021/12/20
160,26,2021/12/20
162,26,2021/12/20
166,26,2021/12/20
166,26,2021/12/20
168,26,2021/12/20
165,26,2021/12/20
140,26,2021/12/20
145,26,2021/12/20
146,26,2021/12/20
150,26,2021/12/20
152,26,2021/12/20
154,26,2021/12/20
155,26,2021/12/20
157,26,2021/12/20
158,26,2021/12/20
161,26,2021/12/20
162,26,2021/12/20
164,26,2021/12/20
165,26,2021/12/20
166,26,2021/12/20
167,26,2021/12/20
168,26,2021/12/20
170,26,2021/12/20
171,26,2021/12/20
172,26,2021/12/20
174,26,2021/12/20
175,26,2021/12/20
177,26,2021/12/20
178,26,2021/12/20
180,26,2021/12/20
184,26,2021/12/20
185,26,2021/12/20
185,26,2021/12/20
156,26,2021/12/20
155,26,2021/12/20
604,26,2021/12/20
605,26,2021/12/20
606,26,2021/12/20
607,26,2021/12/20
608,26,2021/12/20
551,26,2021/12/20
552,26,2021/12/20
821,26,2021/12/20
861,26,2021/12/20
862,26,2021/12/20
866,26,2021/12/20
844,26,2021/12/20
845,26,2021/12/20
881,26,2021/12/20
882,26,2021/12/20
1285,26,2021/12/20
2262,26,2021/12/20
2272,26,2021/12/20
2274,26,2021/12/20
2288,26,2021/12/20
2255,26,2021/12/20
2600,26,2021/12/20
2601,26,2021/12/20
2761,26,2021/12/20
6172,26,2021/12/20
6552,26,2021/12/20
4256,26,2021/12/20
4615,26,2021/12/20
4665,26,2021/12/20
4566,26,2021/12/20
4564,26,2021/12/20
5126,26,2021/12/20
5246,26,2021/12/20
5646,26,2021/12/20
5416,26,2021/12/20
5544,26,2021/12/20
5766,26,2021/12/20
5884,26,2021/12/20
6006,26,2021/12/20
6225,26,2021/12/20
6625,26,2021/12/20
6648,26,2021/12/20
6677,26,2021/12/20
6528,26,2021/12/20
6660,26,2021/12/20
6758,26,2021/12/20
6551,26,2021/12/20
7288,26,2021/12/20
7256,26,2021/12/20
2575,27,2021/12/20
4076,27,2021/12/20
5056,27,2021/12/20
5054,27,2021/12/20
8850,27,2021/12/20
5115,27,2021/12/20
5601,27,2021/12/20
5554,27,2021/12/20
10122,27,2021/12/20
10845,27,2021/12/20
10885,27,2021/12/20
5665,28,2021/12/20
5865,28,2021/12/20
7267,28,2021/12/20
5767,28,2021/12/20
10257,28,2021/12/20
10560,28,2021/12/20
10741,28,2021/12/20
10821,28,2021/12/20
11745,28,2021/12/20
2488,61,2021/12/20
6675,61,2021/12/20
6801,61,2021/12/20
6806,61,2021/12/20
6804,61,2021/12/20
6805,61,2021/12/20
4207,61,2021/12/20
5120,61,2021/12/20
5164,61,2021/12/20
5166,61,2021/12/20
5142,61,2021/12/20
5146,61,2021/12/20
5146,61,2021/12/20
5147,61,2021/12/20
5145,61,2021/12/20
5152,61,2021/12/20
5164,61,2021/12/20
5168,61,2021/12/20
5165,61,2021/12/20
5177,61,2021/12/20
5157,61,2021/12/20
5207,61,2021/12/20
5210,61,2021/12/20
7650,61,2021/12/20
7656,61,2021/12/20
1115,62,2021/12/20
2415,62,2021/12/20
2826,62,2021/12/20
6444,62,2021/12/20
8611,62,2021/12/20
8615,62,2021/12/20
8667,62,2021/12/20
8488,62,2021/12/20
8851,62,2021/12/20
5167,62,2021/12/20
10215,64,2021/12/20
2455,66,2021/12/20
6515,66,2021/12/20
4166,66,2021/12/20
5611,66,2021/12/20
6404,66,2021/12/20
7566,66,2021/12/20
8256,66,2021/12/20
8671,66,2021/12/20
8727,66,2021/12/20
5857,66,2021/12/20
10258,66,2021/12/20
10686,66,2021/12/20
10846,66,2021/12/20
11406,66,2021/12/20
11486,66,2021/12/20
11742,66,2021/12/20
11816,66,2021/12/20
11781,68,2021/12/20
11817,68,2021/12/20
11821,68,2021/12/20
11841,68,2021/12/20
11846,68,2021/12/20
1466,65,2021/12/20
4284,65,2021/12/20
5045,65,2021/12/20
7845,65,2021/12/20
10401,65,2021/12/20
11548,65,2021/12/20
11745,65,2021/12/20
8456,40,2021/12/20
8562,40,2021/12/20
5555,40,2021/12/20
11745,41,2021/12/20
8154,46,2021/12/20
11817,46,2021/12/20
22,46,2021/12/20
885,46,2021/12/20
5766,46,2021/12/20
240,46,2021/12/20
10547,47,2021/12/20
5885,48,2021/12/20
1516,52,2021/12/20
1560,52,2021/12/20
1826,52,2021/12/20
4666,52,2021/12/20
5061,52,2021/12/20
7428,52,2021/12/20
7556,52,2021/12/20
7852,52,2021/12/20
10565,52,2021/12/20
11757,52,2021/12/20
11755,56,2021/12/20
4562,55,2021/12/20
8647,55,2021/12/20
8561,55,2021/12/20
10806,55,2021/12/20
818,56,2021/12/20
565,56,2021/12/20
1062,56,2021/12/20
1827,56,2021/12/20
1502,56,2021/12/20
2165,56,2021/12/20
2552,56,2021/12/20
6001,56,2021/12/20
6060,56,2021/12/20
6264,56,2021/12/20
6652,56,2021/12/20
6456,56,2021/12/20
6565,56,2021/12/20
4650,56,2021/12/20
4715,56,2021/12/20
4867,56,2021/12/20
4556,56,2021/12/20
5265,56,2021/12/20
5656,56,2021/12/20
5417,56,2021/12/20
5527,56,2021/12/20
5545,56,2021/12/20
5756,56,2021/12/20
5566,56,2021/12/20
6220,56,2021/12/20
6264,56,2021/12/20
6672,56,2021/12/20
6451,56,2021/12/20
7157,56,2021/12/20
7216,56,2021/12/20
7218,56,2021/12/20
7227,56,2021/12/20
7468,56,2021/12/20
7857,56,2021/12/20
8511,56,2021/12/20
8712,56,2021/12/20
8544,56,2021/12/20
8565,56,2021/12/20
5150,56,2021/12/20
5188,56,2021/12/20
5228,56,2021/12/20
5408,56,2021/12/20
5426,56,2021/12/20
5526,56,2021/12/20
5675,56,2021/12/20
5854,56,2021/12/20
10152,56,2021/12/20
10184,56,2021/12/20
10262,56,2021/12/20
10416,56,2021/12/20
10766,56,2021/12/20
10556,56,2021/12/20
11660,56,2021/12/20
11551,56,2021/12/20
11654,56,2021/12/20
64,62,2021/12/20
81,62,2021/12/20
115,62,2021/12/20
161,62,2021/12/20
155,62,2021/12/20
268,62,2021/12/20
856,62,2021/12/20
1065,62,2021/12/20
1606,62,2021/12/20
2025,62,2021/12/20
2446,62,2021/12/20
2465,62,2021/12/20
2502,62,2021/12/20
2566,62,2021/12/20
6464,62,2021/12/20
6520,62,2021/12/20
6550,62,2021/12/20
4144,62,2021/12/20
4621,62,2021/12/20
4671,62,2021/12/20
4674,62,2021/12/20
4748,62,2021/12/20
4766,62,2021/12/20
5661,62,2021/12/20
5525,62,2021/12/20
5567,62,2021/12/20
6442,62,2021/12/20
6560,62,2021/12/20
6861,62,2021/12/20
7041,62,2021/12/20
5572,62,2021/12/20
10686,62,2021/12/20
11462,62,2021/12/20
11585,62,2021/12/20
11756,62,2021/12/20
7558,64,2021/12/20
8278,64,2021/12/20
8280,64,2021/12/20
8445,64,2021/12/20
8466,64,2021/12/20
8464,64,2021/12/20
8472,64,2021/12/20
8475,64,2021/12/20
8505,64,2021/12/20
8505,64,2021/12/20
8510,64,2021/12/20
8581,64,2021/12/20
8677,64,2021/12/20
8715,64,2021/12/20
8548,64,2021/12/20
5071,64,2021/12/20
5115,64,2021/12/20
5174,64,2021/12/20
5156,64,2021/12/20
5154,64,2021/12/20
5610,64,2021/12/20
5624,64,2021/12/20
5642,64,2021/12/20
5411,64,2021/12/20
5416,64,2021/12/20
5582,64,2021/12/20
5586,64,2021/12/20
5585,64,2021/12/20
10120,64,2021/12/20
10128,64,2021/12/20
10146,64,2021/12/20
10144,64,2021/12/20
10145,64,2021/12/20
10164,64,2021/12/20
10184,64,2021/12/20
10156,64,2021/12/20
10674,64,2021/12/20
10686,64,2021/12/20
10401,64,2021/12/20
10405,64,2021/12/20
10412,64,2021/12/20
10418,64,2021/12/20
10624,64,2021/12/20
11165,64,2021/12/20
11618,64,2021/12/20
11666,64,2021/12/20
11581,64,2021/12/20
11585,64,2021/12/20
11746,64,2021/12/20
11765,67,2021/12/20
7707,67,2021/12/20
11706,67,2021/12/20
11775,67,2021/12/20
11780,67,2021/12/20
11846,67,2021/12/20
2625,68,2021/12/20
11654,68,2021/12/20
1406,65,2021/12/20
1544,65,2021/12/20
1645,65,2021/12/20
1665,65,2021/12/20
2781,65,2021/12/20
6612,65,2021/12/20
6654,65,2021/12/20
6770,65,2021/12/20
6505,65,2021/12/20
4267,65,2021/12/20
5648,65,2021/12/20
6756,65,2021/12/20
7880,65,2021/12/20
8067,65,2021/12/20
8166,65,2021/12/20
8472,65,2021/12/20
8667,65,2021/12/20
8857,65,2021/12/20
5072,65,2021/12/20
10042,65,2021/12/20
11555,65,2021/12/20
11760,65,2021/12/20
6664,71,2021/12/20
5586,71,2021/12/20
605,71,2021/12/20
6406,71,2021/12/20
7701,71,2021/12/20
11841,71,2021/12/20
11585,72,2021/12/20
6115,76,2021/12/20
6548,77,2021/12/20
11560,77,2021/12/20
7006,77,2021/12/20
265,77,2021/12/20
1766,77,2021/12/20
2221,77,2021/12/20
6627,77,2021/12/20
6650,77,2021/12/20
5147,77,2021/12/20
5865,77,2021/12/20
5887,77,2021/12/20
5552,77,2021/12/20
6620,77,2021/12/20
6678,77,2021/12/20
6515,77,2021/12/20
7047,77,2021/12/20
7106,77,2021/12/20
7476,77,2021/12/20
7568,77,2021/12/20
8850,77,2021/12/20
5741,77,2021/12/20
5572,77,2021/12/20
11600,77,2021/12/20
181,78,2021/12/20
1481,78,2021/12/20
1456,78,2021/12/20
1557,78,2021/12/20
1685,78,2021/12/20
1652,78,2021/12/20
1500,78,2021/12/20
2015,78,2021/12/20
2076,78,2021/12/20
2177,78,2021/12/20
6616,78,2021/12/20
6515,78,2021/12/20
5762,78,2021/12/20
6042,78,2021/12/20
11050,75,2021/12/20
8061,75,2021/12/20
11781,75,2021/12/20
11755,75,2021/12/20
11821,75,2021/12/20
11841,75,2021/12/20
11846,75,2021/12/20
11512,75,2021/12/20
1827,80,2021/12/20
11050,80,2021/12/20
1656,80,2021/12/20
1750,80,2021/12/20
6655,80,2021/12/20
7270,80,2021/12/20
7451,80,2021/12/20
7565,80,2021/12/20
7618,80,2021/12/20
2444,82,2021/12/20
2467,82,2021/12/20
2527,82,2021/12/20
6441,82,2021/12/20
6654,82,2021/12/20
6877,82,2021/12/20
5100,82,2021/12/20
5656,82,2021/12/20
5701,82,2021/12/20
5742,82,2021/12/20
5854,82,2021/12/20
6660,82,2021/12/20
6576,82,2021/12/20
6656,82,2021/12/20
7146,82,2021/12/20
7768,82,2021/12/20
7550,82,2021/12/20
8425,82,2021/12/20
8564,82,2021/12/20
8566,82,2021/12/20
10566,82,2021/12/20
10681,84,2021/12/20
5260,84,2021/12/20
5167,84,2021/12/20
6661,84,2021/12/20
10667,84,2021/12/20
1762,84,2021/12/20
1886,84,2021/12/20
1855,84,2021/12/20
2060,84,2021/12/20
2556,84,2021/12/20
2662,84,2021/12/20
2854,84,2021/12/20
6026,84,2021/12/20
6644,84,2021/12/20
6655,84,2021/12/20
6445,84,2021/12/20
6740,84,2021/12/20
6755,84,2021/12/20
4156,84,2021/12/20
4487,84,2021/12/20
5147,84,2021/12/20
5886,84,2021/12/20
5545,84,2021/12/20
7706,84,2021/12/20
7845,84,2021/12/20
7514,84,2021/12/20
8058,84,2021/12/20
8156,84,2021/12/20
8678,84,2021/12/20
5060,84,2021/12/20
5064,84,2021/12/20
5517,84,2021/12/20
5666,84,2021/12/20
10055,84,2021/12/20
10601,84,2021/12/20
10554,84,2021/12/20
10560,84,2021/12/20
10756,84,2021/12/20
10886,84,2021/12/20
11224,84,2021/12/20
11684,84,2021/12/20
11462,84,2021/12/20
11482,84,2021/12/20
1861,85,2021/12/20
7658,85,2021/12/20
5716,85,2021/12/20
5766,85,2021/12/20
5757,85,2021/12/20
5860,85,2021/12/20
5565,85,2021/12/20
5561,85,2021/12/20
5580,85,2021/12/20
10006,85,2021/12/20
10004,85,2021/12/20
10026,85,2021/12/20
10156,85,2021/12/20
10157,85,2021/12/20
10257,85,2021/12/20
10415,85,2021/12/20
10415,85,2021/12/20
10425,85,2021/12/20
10461,85,2021/12/20
10462,85,2021/12/20
10464,85,2021/12/20
10468,85,2021/12/20
10506,85,2021/12/20
10512,85,2021/12/20
10655,85,2021/12/20
10678,85,2021/12/20
10704,85,2021/12/20
10724,85,2021/12/20
10768,85,2021/12/20
10761,85,2021/12/20
10771,85,2021/12/20
10775,85,2021/12/20
10780,85,2021/12/20
10750,85,2021/12/20
10757,85,2021/12/20
10817,85,2021/12/20
10855,85,2021/12/20
10867,85,2021/12/20
10875,85,2021/12/20
10887,85,2021/12/20
10851,85,2021/12/20
10512,85,2021/12/20
10516,85,2021/12/20
10517,85,2021/12/20
10565,85,2021/12/20
10566,85,2021/12/20
10540,85,2021/12/20
10547,85,2021/12/20
10555,85,2021/12/20
10560,85,2021/12/20
10562,85,2021/12/20
10587,85,2021/12/20
11007,85,2021/12/20
11012,85,2021/12/20
11016,85,2021/12/20
11015,85,2021/12/20
11021,85,2021/12/20
11060,85,2021/12/20
11065,85,2021/12/20
11067,85,2021/12/20
11051,85,2021/12/20
11058,85,2021/12/20
11066,85,2021/12/20
11064,85,2021/12/20
11065,85,2021/12/20
11076,85,2021/12/20
11116,85,2021/12/20
11118,85,2021/12/20
11120,85,2021/12/20
11121,85,2021/12/20
11124,85,2021/12/20
11125,85,2021/12/20
11160,85,2021/12/20
11145,85,2021/12/20
11152,85,2021/12/20
11170,85,2021/12/20
11217,85,2021/12/20
11265,85,2021/12/20
11268,85,2021/12/20
11246,85,2021/12/20
11254,85,2021/12/20
11264,85,2021/12/20
11267,85,2021/12/20
11274,85,2021/12/20
11624,85,2021/12/20
11661,85,2021/12/20
11662,85,2021/12/20
11641,85,2021/12/20
11642,85,2021/12/20
11662,85,2021/12/20
11658,85,2021/12/20
11420,85,2021/12/20
11465,85,2021/12/20
11448,85,2021/12/20
11451,85,2021/12/20
11456,85,2021/12/20
11461,85,2021/12/20
11462,85,2021/12/20
11467,85,2021/12/20
11470,85,2021/12/20
11475,85,2021/12/20
11480,85,2021/12/20
11482,85,2021/12/20
11486,85,2021/12/20
11485,85,2021/12/20
11487,85,2021/12/20
11451,85,2021/12/20
11454,85,2021/12/20
11506,85,2021/12/20
11520,85,2021/12/20
11525,85,2021/12/20
11565,85,2021/12/20
11556,85,2021/12/20
11557,85,2021/12/20
11570,85,2021/12/20
11580,85,2021/12/20
11581,85,2021/12/20
11584,85,2021/12/20
11554,85,2021/12/20
11555,85,2021/12/20
11626,85,2021/12/20
11625,85,2021/12/20
11665,85,2021/12/20
11666,85,2021/12/20
11648,85,2021/12/20
11655,85,2021/12/20
11666,85,2021/12/20
11664,85,2021/12/20
11668,85,2021/12/20
11704,85,2021/12/20
11565,87,2021/12/20
11742,87,2021/12/20
11758,87,2021/12/20
1712,51,2021/12/20
1847,51,2021/12/20
2511,51,2021/12/20
2726,51,2021/12/20
4605,51,2021/12/20
5271,51,2021/12/20
6287,51,2021/12/20
6485,51,2021/12/20
22,56,2021/12/20
11756,56,2021/12/20
1745,54,2021/12/20
6585,54,2021/12/20
7084,54,2021/12/20
8115,54,2021/12/20
11500,57,2021/12/20
11050,57,2021/12/20
11786,57,2021/12/20
11486,58,2021/12/20
1752,100,2021/12/20
6251,100,2021/12/20
11866,100,2021/12/20
741,106,2021/12/20
6657,106,2021/12/20
5872,106,2021/12/20
11050,106,2021/12/20
11545,106,2021/12/20
11566,106,2021/12/20
11781,106,2021/12/20
11821,106,2021/12/20
11866,106,2021/12/20
11841,106,2021/12/20
11846,106,2021/12/20
862,104,2021/12/20
5461,104,2021/12/20
10727,104,2021/12/20
11756,104,2021/12/20
4845,106,2021/12/20
7407,106,2021/12/20
1510,111,2021/12/20
1568,112,2021/12/20
2660,112,2021/12/20
11855,114,2021/12/20
10657,115,2021/12/20
5854,115,2021/12/20
568,115,2021/12/20
612,115,2021/12/20
745,115,2021/12/20
4065,115,2021/12/20
5162,115,2021/12/20
7805,115,2021/12/20
8217,115,2021/12/20
10855,115,2021/12/20
4475,128,2021/12/20
4525,128,2021/12/20
6227,128,2021/12/20
7267,128,2021/12/20
11706,128,2021/12/20
2406,125,2021/12/20
5854,161,2021/12/20
6446,161,2021/12/20
6875,161,2021/12/20
2602,165,2021/12/20
2664,165,2021/12/20
6665,165,2021/12/20
5544,165,2021/12/20
8576,165,2021/12/20
8574,165,2021/12/20
5476,165,2021/12/20
10146,165,2021/12/20
10602,165,2021/12/20
10606,165,2021/12/20
10655,165,2021/12/20
11601,165,2021/12/20
11868,165,2021/12/20
8661,140,2021/12/20
10871,140,2021/12/20
6227,141,2021/12/20
6671,142,2021/12/20
7476,142,2021/12/20
7557,142,2021/12/20
5677,142,2021/12/20
510,146,2021/12/20
6276,145,2021/12/20
4107,145,2021/12/20
4525,145,2021/12/20
7267,145,2021/12/20
11755,145,2021/12/20
11760,145,2021/12/20
2516,151,2021/12/20
6246,151,2021/12/20
11745,151,2021/12/20
11745,152,2021/12/20
4107,152,2021/12/20
7466,152,2021/12/20
8668,152,2021/12/20
5015,152,2021/12/20
5616,152,2021/12/20
11821,152,2021/12/20
10604,154,2021/12/20
10606,154,2021/12/20
11058,154,2021/12/20
11584,154,2021/12/20
11667,154,2021/12/20
11766,154,2021/12/20
11861,154,2021/12/20
2664,155,2021/12/20
6407,155,2021/12/20
5564,155,2021/12/20
11758,155,2021/12/20
11244,157,2021/12/20
11247,157,2021/12/20
11248,157,2021/12/20
1568,161,2021/12/20
6642,161,2021/12/20
6448,161,2021/12/20
10287,161,2021/12/20
10654,165,2021/12/20
11606,165,2021/12/20
11640,165,2021/12/20
6052,166,2021/12/20
715,166,2021/12/20
1460,166,2021/12/20
1512,166,2021/12/20
1766,166,2021/12/20
2125,166,2021/12/20
2225,166,2021/12/20
2821,166,2021/12/20
2865,166,2021/12/20
6255,166,2021/12/20
6556,166,2021/12/20
4486,166,2021/12/20
4522,166,2021/12/20
5647,166,2021/12/20
5857,166,2021/12/20
6667,166,2021/12/20
6442,166,2021/12/20
7606,166,2021/12/20
7658,166,2021/12/20
7472,166,2021/12/20
7878,166,2021/12/20
8760,166,2021/12/20
8756,166,2021/12/20
10456,166,2021/12/20
11745,166,2021/12/20
11755,166,2021/12/20
11841,166,2021/12/20
11505,166,2021/12/20
11706,168,2021/12/20
146,176,2021/12/20
2488,176,2021/12/20
7267,174,2021/12/20
6655,178,2021/12/20
